,index,Opportunities,Contains,Player_ID,Team,Player_Name,Position
93,46098_CLE,41,18,46098,CLE,Taven Bryan,DT
94,52452_CLE,102,58,52452,CLE,Grant Delpit,SS
95,52496_CLE,53,18,52496,CLE,Jordan Elliott,DT
96,53455_CLE,40,12,53455,CLE,Greg Newsome,CB
97,53481_CLE,76,32,53481,CLE,Jeremiah Owusu-Koramoah,OLB
98,54533_CLE,53,24,54533,CLE,Martin Emerson,CB
99,54543_CLE,38,15,54543,CLE,Alex Wright,DE
100,44813_CLE,28,6,44813,CLE,Myles Garrett,DE
101,46162_CLE,19,9,46162,CLE,Ronnie Harrison,SS
102,52505_CLE,91,38,52505,CLE,Jacob Phillips,MLB
103,47863_CLE,67,28,47863,CLE,Sione Takitaki,OLB
104,45038_CLE,27,17,45038,CLE,Isaac Rochell,DE
105,53561_CLE,39,8,53561,CLE,Tommy Togiai,DT
106,54573_CLE,25,7,54573,CLE,Perrion Winfrey,DT
107,37087_CHI,24,7,37087,CHI,Robert Quinn,OLB
108,42443_CHI,53,13,42443,CHI,Angelo Blackson,DT
109,44925_CHI,100,52,44925,CHI,Eddie Jackson,SS
110,45009_CHI,49,24,45009,CHI,Al-Quadin Muhammad,DE
111,45345_CHI,146,81,45345,CHI,Nicholas Morrow,OLB
112,46077_CHI,156,77,46077,CHI,Roquan Smith,ILB
113,46153_CHI,57,28,46153,CHI,Justin Jones,DT
114,52458_CHI,34,16,52458,CHI,Jaylon Johnson,CB
115,52571_CHI,44,21,52571,CHI,Kindle Vildor,CB
116,54504_CHI,87,42,54504,CHI,Kyler Gordon,CB
117,54513_CHI,116,47,54513,CHI,Jaquan Brisker,SS
118,38868_SF,55,30,38868,SF,Tashaun Gipson,FS
119,42360_SF,12,2,42360,SF,Arik Armstead,DT
120,44938_SF,58,18,44938,SF,Samson Ebukam,DE
121,46139_SF,125,65,46139,SF,Fred Warner,ILB
122,46354_SF,37,18,46354,SF,Emmanuel Moseley,CB
123,46757_SF,53,35,46757,SF,Charvarius Ward,CB
124,47785_SF,23,10,47785,SF,Nick Bosa,DE
125,47931_SF,99,45,47931,SF,Dre Greenlaw,ILB
126,52422_SF,12,4,52422,SF,Javon Kinlaw,DT
127,53609_SF,90,39,53609,SF,Talanoa Hufanga,SS
128,54637_SF,11,4,54637,SF,Samuel Womack,CB
129,46290_CHI,15,8,46290,CHI,Matthew Adams,OLB
130,47973_CHI,64,18,47973,CHI,Armon Watts,NT
131,52563_CHI,34,16,52563,CHI,Trevis Gipson,OLB
132,54639_CHI,34,13,54639,CHI,Dominique Robinson,DE
133,41786_SF,29,18,41786,SF,Kerry Hyder,DE
134,43405_SF,41,15,43405,SF,Hassan Ridgeway,DT
135,48123_SF,42,14,48123,SF,Kevin Givens,DT
136,48268_SF,17,6,48268,SF,Azeez Al-Shaair,ILB
137,47944_SF,23,10,47944,SF,Charles Omenihu,DE
138,54526_SF,19,8,54526,SF,Drake Jackson,DE
139,41595_CHI,52,13,41595,CHI,Mike Pennel,NT
140,53601_SF,56,27,53601,SF,Deommodore Lenoir,CB
141,43299_CIN,50,27,43299,CIN,Eli Apple,CB
142,43350_CIN,96,48,43350,CIN,Vonn Bell,SS
143,43641_CIN,55,24,43641,CIN,Mike Hilton,CB
144,44872_CIN,47,21,44872,CIN,Chidobe Awuzie,CB
145,44915_CIN,42,11,44915,CIN,Trey Hendrickson,DE
146,45226_CIN,46,21,45226,CIN,Josh Tupou,NT
147,46123_CIN,82,47,46123,CIN,Jessie Bates,FS
148,46146_CIN,83,37,46146,CIN,Sam Hubbard,DE
149,47855_CIN,124,58,47855,CIN,Germaine Pratt,OLB
150,52473_CIN,110,61,52473,CIN,Logan Wilson,ILB
151,54560_CIN,55,16,54560,CIN,Zach Carter,DT
152,35449_PIT,30,8,35449,PIT,Tyson Alualu,NT
153,37104_PIT,76,39,37104,PIT,Cameron Heyward,DT
154,43325_PIT,129,61,43325,PIT,Myles Jack,ILB
155,43400_PIT,2,1,43400,PIT,Miles Killebrew,SS
156,44842_PIT,13,6,44842,PIT,T.J. Watt,OLB
157,44877_PIT,50,16,44877,PIT,Larry Ogunjobi,DT
158,44878_PIT,32,14,44878,PIT,Ahkello Witherspoon,CB
159,46080_PIT,19,12,46080,PIT,Minkah Fitzpatrick,FS
160,46097_PIT,24,15,46097,PIT,Terrell Edmunds,SS
161,47793_PIT,78,34,47793,PIT,Devin Bush,ILB
162,52510_PIT,46,18,52510,PIT,Alex Highsmith,OLB
163,43455_CIN,21,4,43455,CIN,D.J. Reader,NT
164,46138_CIN,80,35,46138,CIN,B.J. Hill,DT
165,44906_PIT,36,19,44906,PIT,Cameron Sutton,CB
166,46698_PIT,35,25,46698,PIT,Levi Wallace,CB
167,52515_CIN,48,23,52515,CIN,Akeem Davis-Gaither,OLB
168,53498_CIN,20,10,53498,CIN,Joseph Ossai,DE
169,45395_PIT,54,27,45395,PIT,Arthur Maulet,CB
170,52971_PIT,11,4,52971,PIT,Jamir Jones,OLB
171,53674_PIT,25,12,53674,PIT,Tre Norwood,FS
172,44886_PIT,45,17,44886,PIT,Chris Wormley,DE
173,44905_PIT,26,16,44905,PIT,Montravius Adams,NT
174,53540_CIN,29,20,53540,CIN,Cam Sample,DE
175,48089_PIT,49,24,48089,PIT,Malik Reed,OLB
176,54549_PIT,19,5,54549,PIT,DeMarvin Leal,DE
177,46215_CIN,12,6,46215,CIN,Tre Flowers,CB
178,52623_CIN,20,6,52623,CIN,Markus Bailey,ILB
179,54496_CIN,5,4,54496,CIN,Dax Hill,FS
180,46902_PIT,54,23,46902,PIT,Robert Spillane,ILB
181,44834_DET,29,14,44834,DET,Charles Harris,OLB
182,44888_DET,129,69,44888,DET,Alex Anzalone,ILB
183,46099_DET,39,20,46099,DET,Mike Hughes,CB
184,46151_DET,23,10,46151,DET,Tracy Walker,FS
185,46259_DET,81,39,46259,DET,DeShon Elliott,FS
186,47864_DET,40,23,47864,DET,Will Harris,SS
187,47900_DET,16,8,47900,DET,Austin Bryant,OLB
188,47929_DET,42,18,47929,DET,Amani Oruwariye,CB
189,52743_DET,20,9,52743,DET,Benito Jones,DT
190,53501_DET,46,16,53501,DET,Alim McNeill,NT
191,54653_DET,88,41,54653,DET,Malcolm Rodriguez,ILB
192,39984_PHI,47,27,39984,PHI,Darius Slay,CB
193,43351_PHI,49,28,43351,PHI,James Bradberry,CB
194,44825_PHI,63,25,44825,PHI,Haason Reddick,OLB
195,46188_PHI,108,62,46188,PHI,Kyzir White,ILB
196,46194_PHI,52,26,46194,PHI,Avonte Maddox,CB
197,46199_PHI,44,17,46199,PHI,Josh Sweat,DE
198,47888_PHI,74,33,47888,PHI,Chauncey Gardner-Johnson,SS
199,47974_PHI,80,35,47974,PHI,Marcus Epps,SS
200,48516_PHI,125,64,48516,PHI,T.J. Edwards,ILB
201,53502_PHI,27,16,53502,PHI,Milton Williams,DT
202,53618_PHI,34,12,53618,PHI,Marlon Tuipulotu,DT
203,38542_PHI,47,26,38542,PHI,Fletcher Cox,DT
204,43378_PHI,51,23,43378,PHI,Javon Hargrave,DT
205,53663_PHI,12,6,53663,PHI,Patrick Johnson,ILB
206,54478_PHI,40,13,54478,PHI,Jordan Davis,DT
207,38544_DET,10,5,38544,DET,Michael Brockers,DE
208,46958_DET,14,8,46958,DET,Chris Board,ILB
209,52411_DET,64,21,52411,DET,Jeff Okudah,CB
210,54467_DET,44,12,54467,DET,Aidan Hutchinson,DE
211,47975_DET,47,21,47975,DET,Isaiah Buggs,DT
212,53542_DET,42,30,53542,DET,Derrick Barnes,ILB
213,52980_DET,29,14,52980,DET,Juju Hughes,FS
214,47918_DET,14,5,47918,DET,John Cominsky,DT
215,35452_PHI,26,12,35452,PHI,Brandon Graham,DE
216,44826_PHI,2,0,44826,PHI,Derek Barnett,DE
217,54548_PHI,0,0,54548,PHI,Nakobe Dean,ILB
218,41300_HOU,121,66,41300,HOU,Christian Kirksey,OLB
219,42441_HOU,72,32,42441,HOU,Steven Nelson,CB
220,43497_HOU,77,39,43497,HOU,Kamu Grugier-Hill,ILB
221,44964_HOU,66,39,44964,HOU,Desmond King,CB
222,46229_HOU,28,8,46229,HOU,Ogbonnia Okoronkwo,DE
223,46669_HOU,100,52,46669,HOU,Jonathan Owens,FS
224,46796_HOU,14,10,46796,HOU,Demone Harris,DE
225,53624_HOU,63,10,53624,HOU,Roy Lopez,DT
226,53712_HOU,17,8,53712,HOU,Michael Dwumfour,DT
227,54468_HOU,60,37,54468,HOU,Derek Stingley,CB
228,54502_HOU,125,61,54502,HOU,Jalen Pitre,FS
229,38540_IND,44,18,38540,IND,Stephon Gilmore,CB
230,45033_IND,15,10,45033,IND,Ifeadi Odenigbo,DE
231,45287_IND,83,36,45287,IND,Kenny Moore,CB
232,46133_IND,44,13,46133,IND,Tyquan Lewis,DE
233,46304_IND,171,77,46304,IND,Zaire Franklin,OLB
234,47872_IND,144,79,47872,IND,Bobby Okereke,ILB
235,47942_IND,27,11,47942,IND,Byron Cowart,DT
236,47947_IND,50,19,47947,IND,E.J. Speed,OLB
237,52493_IND,16,9,52493,IND,Julian Blackmon,FS
238,53483_IND,27,14,53483,IND,Dayo Odeyingbo,DE
239,54561_IND,20,14,54561,IND,Nick Cross,SS
240,43296_IND,80,42,43296,IND,DeForest Buckner,DT
241,43358_IND,50,13,43358,IND,Yannick Ngakoue,DE
242,44957_IND,112,34,44957,IND,Grover Stewart,DT
243,46729_IND,23,10,46729,IND,Brandon Facyson,CB
244,53450_IND,37,18,53450,IND,Kwity Paye,DE
245,35470_HOU,48,20,35470,HOU,Jerry Hughes,DE
246,43356_HOU,38,18,43356,HOU,Maliek Collins,DT
247,52498_HOU,21,3,52498,HOU,Jonathan Greenard,DE
248,55045_HOU,50,12,55045,HOU,Kurt Hinish,DT
249,41361_HOU,5,2,41361,HOU,Kevin Pierre-Louis,OLB
250,38843_IND,69,31,38843,IND,Rodney McLeod,FS
251,47832_IND,10,5,47832,IND,Ben Banogu,DE
252,35466_NE,65,32,35466,NE,Devin McCourty,FS
253,37308_NE,49,23,37308,NE,Lawrence Guy,DT
254,42433_NE,35,7,42433,NE,Carl Davis,NT
255,43522_NE,37,19,43522,NE,Jalen Mills,CB
256,43700_NE,32,16,43700,NE,Jonathan Jones,CB
257,44944_NE,67,30,44944,NE,Deatrich Wise,DE
258,46212_NE,118,63,46212,NE,Ja'Whaun Bentley,ILB
259,47826_NE,69,37,47826,NE,Jahlani Tavai,ILB
260,47938_NE,46,16,47938,NE,Mack Wilson,OLB
261,52445_NE,48,23,52445,NE,Kyle Dugger,FS
262,52991_NE,42,25,52991,NE,Myles Bryant,CB
263,43435_NE,52,27,43435,NE,Matt Judon,OLB
264,53467_NE,28,14,53467,NE,Christian Barmore,DT
265,42116_NE,81,39,42116,NE,Adrian Phillips,SS
266,44866_NE,35,21,44866,NE,Raekwon McMillan,ILB
267,43321_MIA,27,12,43321,MIA,Emmanuel Ogbah,DE
268,43327_MIA,41,18,43327,MIA,Xavien Howard,CB
269,44887_MIA,48,21,44887,MIA,Duke Riley,ILB
270,46142_MIA,110,55,46142,MIA,Jerome Baker,ILB
271,46307_MIA,81,24,46307,MIA,Zach Sieler,DT
272,47796_MIA,88,35,47796,MIA,Christian Wilkins,DT
273,48476_MIA,40,24,48476,MIA,Nik Needham,CB
274,52478_MIA,33,13,52478,MIA,Brandon Jones,SS
275,53447_MIA,81,41,53447,MIA,Jaelan Phillips,OLB
276,53465_MIA,77,44,53465,MIA,Jevon Holland,FS
277,54936_MIA,61,35,54936,MIA,Kader Kohou,CB
278,38548_MIA,33,13,38548,MIA,Melvin Ingram,OLB
279,43503_MIA,111,52,43503,MIA,Elandon Roberts,ILB
280,46312_MIA,20,11,46312,MIA,Keion Crossen,CB
281,52464_MIA,60,18,52464,MIA,Raekwon Davis,NT
282,40030_MIA,26,11,40030,MIA,John Jenkins,NT
283,47934_MIA,36,9,47934,MIA,Andrew Van Ginkel,OLB
284,44991_NE,84,27,44991,NE,Davon Godchaux,NT
285,52468_NE,11,4,52468,NE,Josh Uche,OLB
286,44837_NE,49,28,44837,NE,Jabrill Peppers,SS
287,54586_NE,40,23,54586,NE,Jack Jones,CB
288,46501_MIA,5,2,46501,MIA,Elijah Campbell,CB
289,54550_NE,4,1,54550,NE,Marcus Jones,CB
290,41243_NYJ,175,86,41243,NYJ,C.J. Mosley,ILB
291,41270_NYJ,63,28,41270,NYJ,Lamarcus Joyner,SS
292,43301_NYJ,58,26,43301,NYJ,Sheldon Rankins,DT
293,46186_NYJ,95,40,46186,NYJ,Jordan Whitehead,SS
294,46211_NYJ,65,33,46211,NYJ,D.J. Reed,CB
295,47786_NYJ,70,25,47786,NYJ,Quinnen Williams,NT
296,47881_NYJ,102,45,47881,NYJ,Quincy Williams,OLB
297,53583_NYJ,56,32,53583,NYJ,Michael Carter,CB
298,54469_NYJ,73,38,54469,NYJ,Ahmad Gardner,CB
299,54491_NYJ,23,10,54491,NYJ,Jermaine Johnson,DE
300,54582_NYJ,30,18,54582,NYJ,Micheal Clemons,DE
301,42467_NYJ,95,49,42467,NYJ,Kwon Alexander,OLB
302,44929_NYJ,26,14,44929,NYJ,Carl Lawson,DE
303,46204_NYJ,34,14,46204,NYJ,John Franklin-Myers,DE
304,33131_BAL,45,19,33131,BAL,Calais Campbell,DE
305,37145_BAL,10,4,37145,BAL,Justin Houston,OLB
306,41240_BAL,6,3,41240,BAL,Kyle Fuller,CB
307,43694_BAL,18,8,43694,BAL,Michael Pierce,NT
308,44828_BAL,58,28,44828,BAL,Marlon Humphrey,CB
309,44854_BAL,47,23,44854,BAL,Marcus Williams,FS
310,44999_BAL,97,56,44999,BAL,Chuck Clark,SS
311,52436_BAL,121,60,52436,BAL,Patrick Queen,ILB
312,53460_BAL,50,24,53460,BAL,Odafe Oweh,OLB
313,53533_BAL,27,13,53533,BAL,Brandon Stephens,FS
314,54479_BAL,35,23,54479,BAL,Kyle Hamilton,FS
315,37778_BAL,67,33,37778,BAL,Josh Bynes,ILB
316,52479_BAL,49,20,52479,BAL,Justin Madubuike,DT
317,52506_BAL,51,24,52506,BAL,Malik Harrison,OLB
318,52578_BAL,55,19,52578,BAL,Broderick Washington,DT
319,40095_BAL,3,1,40095,BAL,Steven Means,OLB
320,44815_NYJ,45,18,44815,NYJ,Solomon Thomas,DT
321,46141_NYJ,45,15,46141,NYJ,Nathan Shepherd,DT
322,46255_NYJ,16,5,46255,NYJ,Jake Martin,DE
323,52566_NYJ,1,0,52566,NYJ,Bryce Hall,CB
324,41363_BAL,25,11,41363,BAL,Brent Urban,DE
325,54584_BAL,8,3,54584,BAL,Jalyn Armour-Davis,CB
326,54606_BAL,32,14,54606,BAL,Damarion Williams,CB
327,43787_JAX,51,19,43787,JAX,Roy Robertson-Harris,DT
328,44902_JAX,39,17,44902,JAX,Shaquill Griffin,CB
329,44926_JAX,111,45,44926,JAX,Rayshawn Jenkins,SS
330,46249_JAX,46,13,46249,JAX,Folorunso Fatukasi,DT
331,46269_JAX,148,61,46269,JAX,Foyesade Oluokun,ILB
332,47790_JAX,64,25,47790,JAX,Josh Allen,OLB
333,52481_JAX,79,21,52481,JAX,Davon Hamilton,DT
334,53462_JAX,62,33,53462,JAX,Tyson Campbell,CB
335,53494_JAX,75,35,53494,JAX,Andre Cisco,SS
336,54466_JAX,77,27,54466,JAX,Travon Walker,OLB
337,54492_JAX,154,73,54492,JAX,Devin Lloyd,ILB
338,42488_WAS,71,34,42488,WAS,Bobby McCain,FS
339,43313_WAS,26,13,43313,WAS,William Jackson,CB
340,43373_WAS,55,27,43373,WAS,Kendall Fuller,CB
341,44829_WAS,85,27,44829,WAS,Jonathan Allen,DT
342,47809_WAS,62,32,47809,WAS,Montez Sweat,DE
343,47956_WAS,129,68,47956,WAS,Cole Holcomb,ILB
344,48566_WAS,10,4,48566,WAS,Daniel Wise,DE
345,52637_WAS,39,14,52637,WAS,James Smith-Williams,DE
346,53448_WAS,118,56,53448,WAS,Jamin Davis,OLB
347,53503_WAS,47,27,53503,WAS,Benjamin St-Juste,CB
348,53592_WAS,69,48,53592,WAS,Darrick Forrest,SS
349,42331_WAS,43,21,42331,WAS,Efe Obada,DE
350,52641_WAS,34,17,52641,WAS,Casey Toohill,DE
351,53675_WAS,11,7,53675,WAS,Shaka Toney,DE
352,54578_WAS,1,1,54578,WAS,Percy Butler,FS
353,46082_WAS,98,23,46082,WAS,Daron Payne,DT
354,46456_JAX,55,28,46456,JAX,Darious Williams,CB
355,43352_JAX,27,10,43352,JAX,Adam Gotsis,DE
356,54512_WAS,3,0,54512,WAS,Phidarian Mathis,DT
357,44880_JAX,24,9,44880,JAX,Dawuane Smoot,DE
358,46156_JAX,18,6,46156,JAX,Arden Key,OLB
359,54535_JAX,6,4,54535,JAX,Chad Muma,ILB
360,46649_WAS,2,2,46649,WAS,Jeremy Reaves,FS
361,52428_JAX,4,1,52428,JAX,K'Lavon Chaisson,OLB
362,43326_KC,41,14,43326,KC,Chris Jones,DT
363,46137_KC,78,37,46137,KC,Justin Reid,SS
364,46144_KC,57,22,46144,KC,Derrick Nnadi,DT
365,47846_KC,69,25,47846,KC,Juan Thornhill,FS
366,47984_KC,37,21,47984,KC,Rashad Fenton,CB
367,52546_KC,90,45,52546,KC,L'Jarius Sneed,CB
368,52585_KC,19,10,52585,KC,Michael Danna,DE
369,53487_KC,146,71,53487,KC,Nick Bolton,ILB
370,54495_KC,41,15,54495,KC,George Karlaftis,DE
371,54527_KC,18,6,54527,KC,Bryan Cook,SS
372,54708_KC,55,28,54708,KC,Jaylen Watson,CB
373,44848_ARI,127,61,44848,ARI,Budda Baker,SS
374,46657_ARI,21,6,46657,ARI,Dennis Gardeck,OLB
375,47816_ARI,63,35,47816,ARI,Byron Murphy,CB
376,47848_ARI,71,28,47848,ARI,Zach Allen,DE
377,48032_ARI,38,10,48032,ARI,Michael Dogbe,DE
378,49410_ARI,97,56,49410,ARI,Jalen Thompson,FS
379,52416_ARI,92,47,52416,ARI,Isaiah Simmons,DB
380,52945_ARI,23,12,52945,ARI,Jace Whittaker,CB
381,53445_ARI,124,51,53445,ARI,Zaven Collins,OLB
382,53565_ARI,63,26,53565,ARI,Marco Wilson,CB
383,53639_ARI,32,15,53639,ARI,Victor Dimukeje,OLB
384,52471_KC,60,24,52471,KC,Willie Gay,OLB
385,54486_KC,7,4,54486,KC,Trent McDuffie,CB
386,42401_ARI,55,24,42401,ARI,Markus Golden,OLB
387,46674_ARI,6,5,46674,ARI,Ezekiel Turner,ILB
388,52539_ARI,32,9,52539,ARI,Rashard Lawrence,NT
389,41403_ARI,10,3,41403,ARI,Devon Kennard,OLB
390,43376_ARI,22,10,43376,ARI,Nick Vigil,ILB
391,48473_ARI,24,9,48473,ARI,Jonathan Ledbetter,DE
392,52522_ARI,56,21,52522,ARI,Leki Fotu,DT
393,47922_ARI,1,0,47922,ARI,Deionte Thompson,SS
394,54552_ARI,11,6,54552,ARI,Cameron Thomas,OLB
395,54709_ARI,2,1,54709,ARI,Christian Matthew,CB
396,45008_ARI,39,17,45008,ARI,Tanner Vallejo,ILB
397,42406_KC,33,12,42406,KC,Frank Clark,DE
398,35493_KC,28,21,35493,KC,Carlos Dunlap,OLB
399,52792_KC,26,12,52792,KC,Tershawn Wharton,DT
400,43413_KC,5,1,43413,KC,Deon Bush,SS
401,45045_KC,2,1,45045,KC,Elijah Lee,OLB
402,47867_KC,48,23,47867,KC,Khalen Saunders,DT
403,48259_KC,59,32,48259,KC,Darius Harris,ILB
404,54600_KC,25,15,54600,KC,Joshua Williams,CB
405,46407_KC,3,1,46407,KC,Chris Lammons,CB
406,54568_KC,37,12,54568,KC,Leo Chenal,OLB
407,41231_LAC,39,18,41231,LAC,Khalil Mack,OLB
408,42935_LAC,42,16,42935,LAC,Bryce Callahan,CB
409,43292_LAC,8,2,43292,LAC,Joey Bosa,OLB
410,43332_LAC,50,20,43332,LAC,Austin Johnson,NT
411,45571_LAC,39,25,45571,LAC,Michael Davis,CB
412,46086_LAC,120,56,46086,LAC,Derwin James,FS
413,47811_LAC,37,13,47811,LAC,Jerry Tillery,DT
414,47843_LAC,66,27,47843,LAC,Nasir Adderley,FS
415,47913_LAC,117,48,47913,LAC,Drue Tranquill,ILB
416,52431_LAC,80,41,52431,LAC,Kenneth Murray,ILB
417,53476_LAC,45,26,53476,LAC,Asante Samuel,CB
418,41269_LAC,54,21,41269,LAC,Kyle Van Noy,OLB
419,54625_LAC,42,12,54625,LAC,Otito Ogbonnia,DT
420,38551_LV,42,16,38551,LV,Chandler Jones,DE
421,40039_LV,66,33,40039,LV,Duron Harmon,SS
422,44968_LV,47,25,44968,LV,Jayon Brown,OLB
423,46214_LV,56,31,46214,LV,Bilal Nichols,DT
424,47787_LV,27,13,47787,LV,Clelin Ferrell,DE
425,47810_LV,88,44,47810,LV,Johnathan Abram,SS
426,47817_LV,42,21,47817,LV,Rock Ya-Sin,CB
427,47889_LV,79,27,47889,LV,Maxx Crosby,DE
428,48581_LV,12,5,48581,LV,Roderic Teamer,SS
429,52547_LV,40,20,52547,LV,Amik Robertson,CB
430,53596_LV,51,24,53596,LV,Nate Hobbs,CB
431,46264_LAC,80,25,46264,LAC,Sebastian Joseph,NT
432,43411_LV,72,27,43411,LV,Andrew Billings,DT
433,53509_LV,124,63,53509,LV,Divine Deablo,OLB
434,43791_LAC,23,7,43791,LAC,Morgan Fox,DE
435,52594_LAC,25,14,52594,LAC,Alohi Gilman,SS
436,46187_LV,21,17,46187,LV,Anthony Averett,CB
437,39997_LV,28,11,39997,LV,Johnathan Hankins,NT
438,42391_LV,67,31,42391,LV,Denzel Perryman,ILB
439,46387_LV,29,12,46387,LV,Kendal Vickers,DT
440,53508_LV,8,5,53508,LV,Malcolm Koonce,DE
441,55105_LV,3,1,55105,LV,Luke Masterson,OLB
442,53472_LV,35,16,53472,LV,Trevon Moehrig,FS
